"","ga_beta","ga_p","ga_se","label","ga_p_adj","hemisphere"
"smri_vol_cdk_parstgrisrh.t2_centiles",0.0483171462643266,5.22103731878935e-05,0.0119361848749183,"parstriangularis",0.00039800970545355,"R"
"smri_vol_cdk_pclh.t2_centiles",0.0176958630407502,0.134132649533741,0.011811638643017,"precuneus",0.206357922359601,"L"
"smri_vol_cdk_pcrh.t2_centiles",0.00992334147095371,0.399594132922825,0.0117798937814047,"precuneus",0.518953419380292,"R"
"smri_vol_cdk_pericclh.t2_centiles",-0.0138738624816006,0.240129500849574,0.0118099485482154,"pericalcarine",0.333513195624408,"L"
"smri_vol_cdk_periccrh.t2_centiles",-0.0253645216790966,0.0321345983894939,0.0118351591972393,"pericalcarine",0.0803364959737347,"R"
"smri_vol_cdk_postcnlh.t2_centiles",0.0400390781018172,0.000709941347013152,0.0118207625346236,"postcentral",0.00394411859451751,"L"
"smri_vol_cdk_postcnrh.t2_centiles",0.0267554566574524,0.0237549850719814,0.0118305793010246,"postcentral",0.0625131186104773,"R"
"smri_vol_cdk_precnlh.t2_centiles",0.0253771572930509,0.0332981212131836,0.0119204232357511,"precentral",0.0812149297882526,"L"
"smri_vol_cdk_precnrh.t2_centiles",0.0190184089360107,0.110536225693085,0.0119164091467214,"precentral",0.182799216102045,"R"
"smri_vol_cdk_ptcatelh.t2_centiles",0.0202886559625517,0.0858525377995656,0.0118099429630909,"posteriorcingulate",0.154456299491151,"L"
"smri_vol_cdk_ptcaterh.t2_centiles",0.0188894848353982,0.111507521822248,0.0118678661465072,"posteriorcingulate",0.182799216102045,"R"
"smri_vol_cdk_rracatelh.t2_centiles",0.036282102493135,0.00233491048867973,0.0119151350438249,"rostralanteriorcingulate",0.00898042495646049,"L"
"smri_vol_cdk_rracaterh.t2_centiles",0.0354661847798985,0.00297172259905659,0.01193478327102,"rostralanteriorcingulate",0.0106132949966307,"R"
"smri_vol_cdk_rrmdfrlh.t2_centiles",0.00611785147690057,0.60693608114844,0.011891455318029,"rostralmiddlefrontal",0.701805619786079,"L"
"smri_vol_cdk_rrmdfrrh.t2_centiles",0.0329252627932291,0.00562253762535647,0.0118869956160853,"rostralmiddlefrontal",0.0181372181463112,"R"
"smri_vol_cdk_smlh.t2_centiles",0.0212355270555645,0.0742966711048769,0.0118963705023638,"supramarginal",0.151159208469588,"L"
"smri_vol_cdk_smrh.t2_centiles",0.0392171680176857,0.000909035630169775,0.01181719466393,"supramarginal",0.00469288602258308,"R"
"smri_vol_cdk_sufrlh.t2_centiles",0.0206878025116246,0.081223967918565,0.0118631315358173,"superiorfrontal",0.15325276965767,"L"
"smri_vol_cdk_sufrrh.t2_centiles",0.0243005661224384,0.0414461452867614,0.011915514338297,"superiorfrontal",0.0933193167049089,"R"
"smri_vol_cdk_supllh.t2_centiles",0.0356806874588829,0.00244569790970534,0.0117717025892963,"superiorparietal",0.00905814040631607,"L"
"smri_vol_cdk_suplrh.t2_centiles",0.0384528069966369,0.0010684005697953,0.0117477652846192,"superiorparietal",0.00476820268934469,"R"
"smri_vol_cdk_sutmlh.t2_centiles",0.00185015512448278,0.875970903648705,0.0118535572168691,"superiortemporal",0.931883940051813,"L"
"smri_vol_cdk_sutmrh.t2_centiles",0.0015045585245417,0.89964359702338,0.0119299526948006,"superiortemporal",0.94699326002461,"R"
"smri_vol_cdk_tmpolelh.t2_centiles",-0.0253556242342083,0.0344478606434527,0.0119873789575974,"temporalpole",0.0820187158177444,"L"
"smri_vol_cdk_tmpolerh.t2_centiles",-0.0363707370648035,0.00217287713226093,0.0118601373063116,"temporalpole",0.00869150852904374,"R"
"smri_vol_cdk_trvtmlh.t2_centiles",-0.00204517584740384,0.863401192910889,0.0118869362881118,"transversetemporal",0.930496134820662,"L"
"smri_vol_cdk_trvtmrh.t2_centiles",0.0346446811021932,0.00386209881776023,0.0119871457830538,"transversetemporal",0.0133175821302077,"R"
"smri_vol_scs_3rdventricle.t2_centiles",-0.0209276091640824,0.0785848662906153,0.0118960420611913,"x3rd-ventricle",0.15325276965767,NA
"smri_vol_scs_4thventricle.t2_centiles",-0.0396784954606234,0.000938577204516617,0.0119885570051011,"x4th-ventricle",0.00469288602258308,NA
"smri_vol_scs_aal.t2_centiles",0.0210964227285095,0.0797011370939862,0.0120367238214646,"Left-Accumbens-Area",0.15325276965767,NA
"smri_vol_scs_aar.t2_centiles",0.00203606758613933,0.86469132819397,0.0119479464383671,"Right-Accumbens-Area",0.930496134820662,NA
"smri_vol_scs_amygdalalh.t2_centiles",0.00960023902204992,0.415016816707525,0.0117773499657026,"Left-Amygdala",0.525337742667753,NA
"smri_vol_scs_amygdalarh.t2_centiles",-0.0192323366729987,0.104848524018605,0.0118572159607452,"Right-Amygdala",0.177709362743397,NA
"smri_vol_scs_bstem.t2_centiles",0.0520362489816861,1.19496689588068e-05,0.0118761254376568,"Brain-Stem",0.000119496689588068,NA
"smri_vol_scs_caudatelh.t2_centiles",0.006580826371629,0.577788772473512,0.0118223475327378,"Left-Caudate",0.687843776754181,NA
"smri_vol_scs_caudaterh.t2_centiles",0.010594373084672,0.371201453627692,0.0118468025875398,"Right-Caudate",0.491260546892485,NA
"smri_vol_scs_ccat.t2_centiles",-0.0408807815441514,0.000589054942799564,0.0118903780952557,"CC_Anterior",0.00346502907529155,NA
"smri_vol_scs_ccmidat.t2_centiles",-0.00104312189523939,0.931146474083745,0.0120723993250336,"CC_Mid_Anterior",0.950149463350761,NA
"smri_vol_scs_ccmidps.t2_centiles",0.0340192008809052,0.0043756657545948,0.011933906487702,"CC_Mid_Posterior",0.014585552515316,NA
"smri_vol_scs_ccps.t2_centiles",0.0159529093871296,0.181432823504132,0.0119364570069741,"CC_Posterior",0.26681297574137,NA
"smri_vol_scs_crbcortexlh.t2_centiles",0.0154479951569078,0.193780354137844,0.0118867435742276,"Left-Cerebellum-Cortex",0.27723055565997,NA
"smri_vol_scs_crbcortexrh.t2_centiles",0.0197982804618663,0.0955804887577272,0.0118773962639475,"Right-Cerebellum-Cortex",0.167685067996013,NA
"smri_vol_scs_crbwmatterlh.t2_centiles",0.0576303712163154,1.4294901752419e-06,0.0119443045106293,"Left-Cerebellum-White-Matter",2.38248362540317e-05,NA
"smri_vol_scs_crbwmatterrh.t2_centiles",0.0537360699550435,6.88247411822714e-06,0.0119397020786144,"Right-Cerebellum-White-Matter",7.64719346469683e-05,NA
"smri_vol_scs_hpuslh.t2_centiles",0.00600926653346831,0.610570889213889,0.0117995088054048,"Left-Hippocampus",0.701805619786079,NA
"smri_vol_scs_hpusrh.t2_centiles",0.019149936147469,0.104638602552007,0.0117992765203409,"Right-Hippocampus",0.177709362743397,NA
"smri_vol_scs_inflatventlh.t2_centiles",0.0154292811874962,0.194061388961979,0.0118798317584501,"Left-Inf-Lat-Vent",0.27723055565997,NA
"smri_vol_scs_inflatventrh.t2_centiles",0.00679997615262819,0.565718672825689,0.0118385053785175,"Right-Inf-Lat-Vent",0.68158876244059,NA
"smri_vol_scs_ltventriclelh.t2_centiles",-0.0452483422981011,0.000151885457467599,0.0119388958433584,"Left-Lateral-Ventricle",0.000949284109172493,NA
"smri_vol_scs_ltventriclerh.t2_centiles",-0.0484137210110413,5.06857741500043e-05,0.0119395466490923,"Right-Lateral-Ventricle",0.00039800970545355,NA
"smri_vol_scs_pallidumlh.t2_centiles",0.0287812389726391,0.0154549232509852,0.0118826694478679,"Left-Pallidum",0.0429303423638478,NA
"smri_vol_scs_pallidumrh.t2_centiles",0.0122198040190378,0.30338117364813,0.0118721457648908,"Right-Pallidum",0.40997455898396,NA
"smri_vol_scs_putamenlh.t2_centiles",0.0106292734683413,0.373358015638289,0.0119395624182724,"Left-Putamen",0.491260546892485,NA
"smri_vol_scs_putamenrh.t2_centiles",0.0132953448366268,0.268131588524556,0.012005243358318,"Right-Putamen",0.36730354592405,NA
"smri_vol_scs_tplh.t2_centiles",0.0381933446201282,0.00136111752352614,0.0119204110484949,"Left-Thalamus-Proper",0.00567132301469225,NA
"smri_vol_scs_tprh.t2_centiles",0.0454248756941021,0.000131613061131123,0.011874222844795,"Right-Thalamus-Proper",0.000877420407540818,NA
"smri_vol_scs_vedclh.t2_centiles",0.00645088792189741,0.586521019878467,0.0118602343844638,"Left-VentralDC",0.690024729268785,NA
"smri_vol_scs_vedcrh.t2_centiles",0.00201870538239761,0.865361405383215,0.0119055912785135,"Right-VentralDC",0.930496134820662,NA
"smri_vol_scs_ccct.t2_centiles",0.0206442389569047,0.0857872858358895,0.0120144241680968,"CC_Central",0.154456299491151,NA
