"phenotype","signed_partial_r2","full_p_adj","label","hemisphere"
"aparc_GrayVol_rh_postcentral",0.0026173029229839,0.000235834598236296,"postcentral","R"
"aparc_GrayVol_rh_posteriorcingulate",0.00633065547320755,2.86584374003159e-06,"posteriorcingulate","R"
"aparc_GrayVol_rh_precentral",2.62743972810897e-05,0.99657890404253,"precentral","R"
"aparc_GrayVol_rh_precuneus",0.000167655952997392,0.261649450810532,"precuneus","R"
"aparc_GrayVol_rh_rostralanteriorcingulate",0.00543816484696913,6.31954241406274e-06,"rostralanteriorcingulate","R"
"aparc_GrayVol_rh_rostralmiddlefrontal",-8.88493317852124e-06,0.97677756609187,"rostralmiddlefrontal","R"
"aparc_GrayVol_rh_superiorfrontal",-4.81784441112021e-05,0.608025138278491,"superiorfrontal","R"
"aparc_GrayVol_rh_superiorparietal",0.00934053623249453,0,"superiorparietal","R"
"aparc_GrayVol_rh_superiortemporal",-0.000381483698131069,0.533036078580735,"superiortemporal","R"
"aparc_GrayVol_rh_supramarginal",0.00764181978674217,0,"supramarginal","R"
"aparc_GrayVol_rh_temporalpole",-0.00154973968769623,0.0669691268045146,"temporalpole","R"
"aparc_GrayVol_rh_transversetemporal",0.00360382408219861,1.5992230525495e-05,"transversetemporal","R"
