"label","hemi","map","value","rank","mapname"
"pericalcarine","left","Evolution.Expansion",-1.58598494529724,4,"Evolutionary Expansion"
"posteriorcingulate","left","AllometricScaling.PNC20mm",0.922535717487335,21,"Allometric Scaling"
"posteriorcingulate","left","BigBrain.Histology",-0.0742380246520042,25,"Externopyramidization"
"posteriorcingulate","left","CBF",65.1711654663086,49,"Cerebral Blood Flow"
"posteriorcingulate","left","Cortical.Thickness",2.72379851341248,36,"Cortical Thickness"
"posteriorcingulate","left","PC1.AHBA",NA,67,"Gene Expression"
"posteriorcingulate","left","PC1.Neurosynth",-0.00243856501765549,18,"Neurosynth"
"posteriorcingulate","left","PET.AG",-0.019664142280817,38,"Aerobic Glycosis"
"posteriorcingulate","left","T1T2ratio",1.30955398082733,39,"Anatomical Hierarchy"
"posteriorcingulate","left","SensorimotorAssociation_Axis",33399.65625,34,"Sensorimotor-Association Axis"
"posteriorcingulate","left","G1.fMRI_1",0.526869118213654,32,"Functional Hierarchy"
"posteriorcingulate","left","Evolution.Expansion",0.59396880865097,37,"Evolutionary Expansion"
"precuneus","left","AllometricScaling.PNC20mm",1.02753984928131,48,"Allometric Scaling"
"precuneus","left","BigBrain.Histology",0.0569773614406586,43,"Externopyramidization"
"precuneus","left","CBF",59.3178825378418,25,"Cerebral Blood Flow"
"precuneus","left","Cortical.Thickness",2.53865003585815,13,"Cortical Thickness"
"precuneus","left","PC1.AHBA",0.730680644512177,49,"Gene Expression"
"precuneus","left","PC1.Neurosynth",0.000458978902315721,48,"Neurosynth"
"precuneus","left","PET.AG",0.0875222757458687,44,"Aerobic Glycosis"
"precuneus","left","T1T2ratio",1.32763874530792,45,"Anatomical Hierarchy"
"precuneus","left","SensorimotorAssociation_Axis",25261.423828125,20,"Sensorimotor-Association Axis"
"precuneus","left","G1.fMRI_1",1.59566962718964,40,"Functional Hierarchy"
"precuneus","left","Evolution.Expansion",-0.32638418674469,15,"Evolutionary Expansion"
"rostralanteriorcingulate","left","AllometricScaling.PNC20mm",1.16812765598297,66,"Allometric Scaling"
"rostralanteriorcingulate","left","BigBrain.Histology",-0.206341773271561,11,"Externopyramidization"
"rostralanteriorcingulate","left","CBF",60.169620513916,32,"Cerebral Blood Flow"
"rostralanteriorcingulate","left","Cortical.Thickness",3.15943050384521,64,"Cortical Thickness"
"rostralanteriorcingulate","left","PC1.AHBA",NA,68,"Gene Expression"
"rostralanteriorcingulate","left","PC1.Neurosynth",0.00411637686192989,68,"Neurosynth"
"rostralanteriorcingulate","left","PET.AG",0.0188284777104855,40,"Aerobic Glycosis"
"rostralanteriorcingulate","left","T1T2ratio",1.14403665065765,5,"Anatomical Hierarchy"
"rostralanteriorcingulate","left","SensorimotorAssociation_Axis",55671.484375,68,"Sensorimotor-Association Axis"
"rostralanteriorcingulate","left","G1.fMRI_1",4.26159286499023,58,"Functional Hierarchy"
"rostralanteriorcingulate","left","Evolution.Expansion",0.646282613277435,41,"Evolutionary Expansion"
"frontalpole","left","AllometricScaling.PNC20mm",0.953372061252594,27,"Allometric Scaling"
"frontalpole","left","BigBrain.Histology",-0.304910391569138,9,"Externopyramidization"
"frontalpole","left","CBF",60.0723724365234,30,"Cerebral Blood Flow"
"frontalpole","left","Cortical.Thickness",2.67044425010681,26,"Cortical Thickness"
"frontalpole","left","PC1.AHBA",-0.992986917495728,11,"Gene Expression"
"frontalpole","left","PC1.Neurosynth",0.000267855852143839,42,"Neurosynth"
"frontalpole","left","PET.AG",0.298649698495865,57,"Aerobic Glycosis"
"frontalpole","left","T1T2ratio",1.18082046508789,9,"Anatomical Hierarchy"
"frontalpole","left","SensorimotorAssociation_Axis",49244.77734375,60,"Sensorimotor-Association Axis"
"frontalpole","left","G1.fMRI_1",6.45903491973877,68,"Functional Hierarchy"
"frontalpole","left","Evolution.Expansion",0.599953830242157,38,"Evolutionary Expansion"
"caudalanteriorcingulate","right","AllometricScaling.PNC20mm",0.951156854629517,26,"Allometric Scaling"
"caudalanteriorcingulate","right","BigBrain.Histology",-0.131177619099617,19,"Externopyramidization"
"caudalanteriorcingulate","right","CBF",58.3202018737793,22,"Cerebral Blood Flow"
"caudalanteriorcingulate","right","Cortical.Thickness",2.90266823768616,55,"Cortical Thickness"
"caudalanteriorcingulate","right","PC1.AHBA",-1.37709617614746,6,"Gene Expression"
"caudalanteriorcingulate","right","PC1.Neurosynth",-0.00388889899477363,12,"Neurosynth"
"caudalanteriorcingulate","right","PET.AG",-0.00197824346832931,39,"Aerobic Glycosis"
"caudalanteriorcingulate","right","T1T2ratio",1.14964330196381,6,"Anatomical Hierarchy"
"caudalanteriorcingulate","right","SensorimotorAssociation_Axis",39665.80859375,44,"Sensorimotor-Association Axis"
"caudalanteriorcingulate","right","G1.fMRI_1",-1.28335106372833,26,"Functional Hierarchy"
"caudalanteriorcingulate","right","Evolution.Expansion",0.89634758234024,48,"Evolutionary Expansion"
"cuneus","right","AllometricScaling.PNC20mm",0.895600616931915,18,"Allometric Scaling"
"cuneus","right","BigBrain.Histology",0.271626591682434,63,"Externopyramidization"
"cuneus","right","CBF",59.9327812194824,28,"Cerebral Blood Flow"
"cuneus","right","Cortical.Thickness",2.06698656082153,3,"Cortical Thickness"
"cuneus","right","PC1.AHBA",2.37460708618164,62,"Gene Expression"
"cuneus","right","PC1.Neurosynth",7.79430629336275e-05,38,"Neurosynth"
"cuneus","right","PET.AG",-0.440093249082565,8,"Aerobic Glycosis"
"cuneus","right","T1T2ratio",1.49850428104401,61,"Anatomical Hierarchy"
"cuneus","right","SensorimotorAssociation_Axis",3980.5205078125,4,"Sensorimotor-Association Axis"
"cuneus","right","G1.fMRI_1",-4.38670587539673,6,"Functional Hierarchy"
"cuneus","right","Evolution.Expansion",-1.69988989830017,1,"Evolutionary Expansion"
"entorhinal","right","AllometricScaling.PNC20mm",0.78158301115036,8,"Allometric Scaling"
"entorhinal","right","BigBrain.Histology",-0.397024810314178,3,"Externopyramidization"
"entorhinal","right","CBF",7.49306058883667,4,"Cerebral Blood Flow"
"entorhinal","right","Cortical.Thickness",3.39644503593445,67,"Cortical Thickness"
"entorhinal","right","PC1.AHBA",-2.1625509262085,3,"Gene Expression"
"entorhinal","right","PC1.Neurosynth",0.000574267993215472,50,"Neurosynth"
"entorhinal","right","PET.AG",-0.534829616546631,4,"Aerobic Glycosis"
"entorhinal","right","T1T2ratio",1.15814733505249,7,"Anatomical Hierarchy"
"entorhinal","right","SensorimotorAssociation_Axis",35115.2265625,37,"Sensorimotor-Association Axis"
"entorhinal","right","G1.fMRI_1",0.597310662269592,34,"Functional Hierarchy"
"entorhinal","right","Evolution.Expansion",0.121111750602722,22,"Evolutionary Expansion"
"fusiform","right","AllometricScaling.PNC20mm",0.970671832561493,33,"Allometric Scaling"
"fusiform","right","BigBrain.Histology",-0.13474802672863,17,"Externopyramidization"
"fusiform","right","CBF",43.7313041687012,7,"Cerebral Blood Flow"
"fusiform","right","Cortical.Thickness",2.89766383171082,54,"Cortical Thickness"
"fusiform","right","PC1.AHBA",-0.356925934553146,26,"Gene Expression"
"fusiform","right","PC1.Neurosynth",0.00057528936304152,51,"Neurosynth"
"fusiform","right","PET.AG",-0.349652469158173,15,"Aerobic Glycosis"
"fusiform","right","T1T2ratio",1.31719183921814,44,"Anatomical Hierarchy"
"fusiform","right","SensorimotorAssociation_Axis",26166.427734375,22,"Sensorimotor-Association Axis"
"fusiform","right","G1.fMRI_1",-2.22550535202026,21,"Functional Hierarchy"
"fusiform","right","Evolution.Expansion",-0.365543007850647,14,"Evolutionary Expansion"
"isthmuscingulate","right","AllometricScaling.PNC20mm",0.974004566669464,35,"Allometric Scaling"
"isthmuscingulate","right","BigBrain.Histology",-0.0296302065253258,31,"Externopyramidization"
"isthmuscingulate","right","CBF",65.0917358398438,48,"Cerebral Blood Flow"
"isthmuscingulate","right","Cortical.Thickness",2.65190482139587,23,"Cortical Thickness"
"isthmuscingulate","right","PC1.AHBA",0.366343706846237,42,"Gene Expression"
"isthmuscingulate","right","PC1.Neurosynth",0.00112211343366653,57,"Neurosynth"
"isthmuscingulate","right","PET.AG",0.0541314966976643,41,"Aerobic Glycosis"
"isthmuscingulate","right","T1T2ratio",1.51854121685028,64,"Anatomical Hierarchy"
"isthmuscingulate","right","SensorimotorAssociation_Axis",28882.849609375,25,"Sensorimotor-Association Axis"
"isthmuscingulate","right","G1.fMRI_1",3.17137622833252,49,"Functional Hierarchy"
"isthmuscingulate","right","Evolution.Expansion",-0.563382506370544,11,"Evolutionary Expansion"
"lateraloccipital","right","AllometricScaling.PNC20mm",1.01267337799072,41,"Allometric Scaling"
"lateraloccipital","right","BigBrain.Histology",0.329807549715042,65,"Externopyramidization"
"lateraloccipital","right","CBF",62.4368934631348,40,"Cerebral Blood Flow"
"lateraloccipital","right","Cortical.Thickness",2.31899309158325,12,"Cortical Thickness"
"lateraloccipital","right","PC1.AHBA",1.76300013065338,58,"Gene Expression"
"lateraloccipital","right","PC1.Neurosynth",-0.000234848615946248,31,"Neurosynth"
"lateraloccipital","right","PET.AG",-0.0892928391695023,30,"Aerobic Glycosis"
"lateraloccipital","right","T1T2ratio",1.46389424800873,57,"Anatomical Hierarchy"
"lateraloccipital","right","SensorimotorAssociation_Axis",11135.47265625,11,"Sensorimotor-Association Axis"
"lateraloccipital","right","G1.fMRI_1",-3.24701189994812,16,"Functional Hierarchy"
"lateraloccipital","right","Evolution.Expansion",-0.793801546096802,9,"Evolutionary Expansion"
"lateralorbitofrontal","right","AllometricScaling.PNC20mm",0.916395008563995,20,"Allometric Scaling"
"lateralorbitofrontal","right","BigBrain.Histology",-0.13596610724926,16,"Externopyramidization"
"lateralorbitofrontal","right","CBF",67.9947128295898,55,"Cerebral Blood Flow"
"lateralorbitofrontal","right","Cortical.Thickness",2.88591742515564,52,"Cortical Thickness"
"lateralorbitofrontal","right","PC1.AHBA",-0.719046950340271,19,"Gene Expression"
"lateralorbitofrontal","right","PC1.Neurosynth",0.00144156499300152,62,"Neurosynth"
"lateralorbitofrontal","right","PET.AG",0.193848997354507,52,"Aerobic Glycosis"
"lateralorbitofrontal","right","T1T2ratio",1.24692702293396,25,"Anatomical Hierarchy"
"lateralorbitofrontal","right","SensorimotorAssociation_Axis",45583.70703125,51,"Sensorimotor-Association Axis"
"lateralorbitofrontal","right","G1.fMRI_1",3.47750926017761,52,"Functional Hierarchy"
"lateralorbitofrontal","right","Evolution.Expansion",0.312708705663681,27,"Evolutionary Expansion"
"lingual","right","AllometricScaling.PNC20mm",0.926751732826233,24,"Allometric Scaling"
"lingual","right","BigBrain.Histology",0.152579054236412,53,"Externopyramidization"
"lingual","right","CBF",56.8775100708008,16,"Cerebral Blood Flow"
"lingual","right","Cortical.Thickness",2.20375323295593,6,"Cortical Thickness"
"lingual","right","PC1.AHBA",1.9455771446228,60,"Gene Expression"
"lingual","right","PC1.Neurosynth",-5.08898710904759e-06,35,"Neurosynth"
"lingual","right","PET.AG",-0.538951754570007,2,"Aerobic Glycosis"
"lingual","right","T1T2ratio",1.49588167667389,60,"Anatomical Hierarchy"
"lingual","right","SensorimotorAssociation_Axis",6139.34619140625,6,"Sensorimotor-Association Axis"
"lingual","right","G1.fMRI_1",-4.2153491973877,8,"Functional Hierarchy"
"lingual","right","Evolution.Expansion",-1.2162264585495,8,"Evolutionary Expansion"
"medialorbitofrontal","right","AllometricScaling.PNC20mm",0.96834397315979,32,"Allometric Scaling"
"medialorbitofrontal","right","BigBrain.Histology",-0.315635770559311,7,"Externopyramidization"
"medialorbitofrontal","right","CBF",64.7304534912109,47,"Cerebral Blood Flow"
"medialorbitofrontal","right","Cortical.Thickness",2.70723938941956,34,"Cortical Thickness"
"medialorbitofrontal","right","PC1.AHBA",-1.32104384899139,7,"Gene Expression"
"medialorbitofrontal","right","PC1.Neurosynth",0.00204794784076512,64,"Neurosynth"
"medialorbitofrontal","right","PET.AG",0.123303890228271,50,"Aerobic Glycosis"
"medialorbitofrontal","right","T1T2ratio",1.19726407527924,10,"Anatomical Hierarchy"
"medialorbitofrontal","right","SensorimotorAssociation_Axis",49052.9765625,58,"Sensorimotor-Association Axis"
"medialorbitofrontal","right","G1.fMRI_1",5.2549409866333,63,"Functional Hierarchy"
"medialorbitofrontal","right","Evolution.Expansion",-0.011444266885519,19,"Evolutionary Expansion"
"parahippocampal","right","AllometricScaling.PNC20mm",0.722880601882935,5,"Allometric Scaling"
"parahippocampal","right","BigBrain.Histology",-0.399887979030609,2,"Externopyramidization"
"parahippocampal","right","CBF",49.12646484375,12,"Cerebral Blood Flow"
"parahippocampal","right","Cortical.Thickness",2.72558403015137,37,"Cortical Thickness"
"parahippocampal","right","PC1.AHBA",-0.858663737773895,14,"Gene Expression"
"parahippocampal","right","PC1.Neurosynth",0.00115832628216594,59,"Neurosynth"
"parahippocampal","right","PET.AG",-0.473993122577667,7,"Aerobic Glycosis"
"parahippocampal","right","T1T2ratio",1.28868198394775,32,"Anatomical Hierarchy"
"parahippocampal","right","SensorimotorAssociation_Axis",26040.611328125,21,"Sensorimotor-Association Axis"
"parahippocampal","right","G1.fMRI_1",0.222613424062729,30,"Functional Hierarchy"
"parahippocampal","right","Evolution.Expansion",-1.40812754631042,6,"Evolutionary Expansion"
"paracentral","right","AllometricScaling.PNC20mm",0.845181286334991,11,"Allometric Scaling"
"paracentral","right","BigBrain.Histology",0.235766664147377,60,"Externopyramidization"
"paracentral","right","CBF",47.8572616577148,9,"Cerebral Blood Flow"
"paracentral","right","Cortical.Thickness",2.59907174110413,19,"Cortical Thickness"
"paracentral","right","PC1.AHBA",0.689647555351257,47,"Gene Expression"
"paracentral","right","PC1.Neurosynth",-0.00589535711333156,8,"Neurosynth"
"paracentral","right","PET.AG",-0.0817286148667336,31,"Aerobic Glycosis"
"paracentral","right","T1T2ratio",1.4351909160614,53,"Anatomical Hierarchy"
"paracentral","right","SensorimotorAssociation_Axis",8856.36328125,9,"Sensorimotor-Association Axis"
"paracentral","right","G1.fMRI_1",-4.80030393600464,4,"Functional Hierarchy"
"paracentral","right","Evolution.Expansion",0.376436084508896,33,"Evolutionary Expansion"
"pericalcarine","right","AllometricScaling.PNC20mm",0.773199379444122,6,"Allometric Scaling"
"pericalcarine","right","BigBrain.Histology",0.358944922685623,68,"Externopyramidization"
"pericalcarine","right","CBF",58.8366661071777,23,"Cerebral Blood Flow"
"pericalcarine","right","Cortical.Thickness",2.07690405845642,4,"Cortical Thickness"
"pericalcarine","right","PC1.AHBA",2.67330884933472,64,"Gene Expression"
"pericalcarine","right","PC1.Neurosynth",-0.000258071639109403,30,"Neurosynth"
"pericalcarine","right","PET.AG",-0.64016330242157,1,"Aerobic Glycosis"
"pericalcarine","right","T1T2ratio",1.57472968101501,66,"Anatomical Hierarchy"
"pericalcarine","right","SensorimotorAssociation_Axis",2007.94226074219,2,"Sensorimotor-Association Axis"
"pericalcarine","right","G1.fMRI_1",-3.85378313064575,12,"Functional Hierarchy"
"pericalcarine","right","Evolution.Expansion",-1.6354171037674,2,"Evolutionary Expansion"
"postcentral","right","AllometricScaling.PNC20mm",0.955518543720245,29,"Allometric Scaling"
"postcentral","right","BigBrain.Histology",0.22556734085083,57,"Externopyramidization"
"postcentral","right","CBF",56.6763381958008,15,"Cerebral Blood Flow"
"postcentral","right","Cortical.Thickness",2.21055555343628,8,"Cortical Thickness"
"postcentral","right","PC1.AHBA",0.991619467735291,53,"Gene Expression"
"postcentral","right","PC1.Neurosynth",-0.00980432704091072,4,"Neurosynth"
"postcentral","right","PET.AG",-0.0894087702035904,29,"Aerobic Glycosis"
"postcentral","right","T1T2ratio",1.43111765384674,51,"Anatomical Hierarchy"
"postcentral","right","SensorimotorAssociation_Axis",8746.6337890625,8,"Sensorimotor-Association Axis"
"postcentral","right","G1.fMRI_1",-5.02542591094971,1,"Functional Hierarchy"
"postcentral","right","Evolution.Expansion",0.435799658298492,35,"Evolutionary Expansion"
"posteriorcingulate","right","AllometricScaling.PNC20mm",0.923266708850861,22,"Allometric Scaling"
"posteriorcingulate","right","BigBrain.Histology",0.0122962761670351,39,"Externopyramidization"
"posteriorcingulate","right","CBF",63.6155891418457,44,"Cerebral Blood Flow"
"posteriorcingulate","right","Cortical.Thickness",2.76042890548706,41,"Cortical Thickness"
"posteriorcingulate","right","PC1.AHBA",-0.298273146152496,27,"Gene Expression"
"posteriorcingulate","right","PC1.Neurosynth",-0.0027987202629447,16,"Neurosynth"
"posteriorcingulate","right","PET.AG",-0.0333689525723457,36,"Aerobic Glycosis"
"posteriorcingulate","right","T1T2ratio",1.31369090080261,42,"Anatomical Hierarchy"
"posteriorcingulate","right","SensorimotorAssociation_Axis",32429.103515625,29,"Sensorimotor-Association Axis"
"posteriorcingulate","right","G1.fMRI_1",0.570822656154633,33,"Functional Hierarchy"
"posteriorcingulate","right","Evolution.Expansion",0.616579174995422,40,"Evolutionary Expansion"
"precentral","right","AllometricScaling.PNC20mm",0.930990219116211,25,"Allometric Scaling"
"precentral","right","BigBrain.Histology",0.242847710847855,61,"Externopyramidization"
"precentral","right","CBF",61.6192054748535,37,"Cerebral Blood Flow"
"precentral","right","Cortical.Thickness",2.70151257514954,31,"Cortical Thickness"
"precentral","right","PC1.AHBA",0.68177205324173,46,"Gene Expression"
"precentral","right","PC1.Neurosynth",-0.0104967737570405,2,"Neurosynth"
"precentral","right","PET.AG",0.104046806693077,47,"Aerobic Glycosis"
"precentral","right","T1T2ratio",1.45091664791107,56,"Anatomical Hierarchy"
"precentral","right","SensorimotorAssociation_Axis",14860.67578125,13,"Sensorimotor-Association Axis"
"precentral","right","G1.fMRI_1",-4.26188230514526,7,"Functional Hierarchy"
"precentral","right","Evolution.Expansion",-0.146658837795258,18,"Evolutionary Expansion"
"precuneus","right","AllometricScaling.PNC20mm",1.14793872833252,63,"Allometric Scaling"
"precuneus","right","BigBrain.Histology",0.0574813708662987,44,"Externopyramidization"
"precuneus","right","CBF",59.7622528076172,27,"Cerebral Blood Flow"
"precuneus","right","Cortical.Thickness",2.57657146453857,18,"Cortical Thickness"
"precuneus","right","PC1.AHBA",0.738749086856842,50,"Gene Expression"
"precuneus","right","PC1.Neurosynth",4.02527075493708e-05,37,"Neurosynth"
"precuneus","right","PET.AG",0.092121459543705,45,"Aerobic Glycosis"
"precuneus","right","T1T2ratio",1.34169375896454,47,"Anatomical Hierarchy"
"precuneus","right","SensorimotorAssociation_Axis",26913.59375,24,"Sensorimotor-Association Axis"
"precuneus","right","G1.fMRI_1",1.1492680311203,36,"Functional Hierarchy"
"precuneus","right","Evolution.Expansion",-0.313610285520554,16,"Evolutionary Expansion"
"rostralanteriorcingulate","right","AllometricScaling.PNC20mm",1.05475950241089,52,"Allometric Scaling"
"rostralanteriorcingulate","right","BigBrain.Histology",-0.202779516577721,12,"Externopyramidization"
"rostralanteriorcingulate","right","CBF",57.1209602355957,18,"Cerebral Blood Flow"
"rostralanteriorcingulate","right","Cortical.Thickness",3.16326832771301,65,"Cortical Thickness"
"rostralanteriorcingulate","right","PC1.AHBA",-1.95166504383087,5,"Gene Expression"
"rostralanteriorcingulate","right","PC1.Neurosynth",0.000952973670791835,53,"Neurosynth"
"rostralanteriorcingulate","right","PET.AG",-0.0955496802926064,26,"Aerobic Glycosis"
"rostralanteriorcingulate","right","T1T2ratio",1.1408189535141,3,"Anatomical Hierarchy"
"rostralanteriorcingulate","right","SensorimotorAssociation_Axis",51419.50390625,65,"Sensorimotor-Association Axis"
"rostralanteriorcingulate","right","G1.fMRI_1",3.83692526817322,55,"Functional Hierarchy"
"rostralanteriorcingulate","right","Evolution.Expansion",0.677290558815002,42,"Evolutionary Expansion"
"superiorfrontal","right","AllometricScaling.PNC20mm",1.10859334468842,56,"Allometric Scaling"
"superiorfrontal","right","BigBrain.Histology",-0.00473085977137089,37,"Externopyramidization"
"superiorfrontal","right","CBF",59.0297164916992,24,"Cerebral Blood Flow"
"superiorfrontal","right","Cortical.Thickness",2.8616464138031,50,"Cortical Thickness"
"superiorfrontal","right","PC1.AHBA",-0.419239372014999,21,"Gene Expression"
"superiorfrontal","right","PC1.Neurosynth",-0.00325062545016408,15,"Neurosynth"
"superiorfrontal","right","PET.AG",0.318053662776947,58,"Aerobic Glycosis"
"superiorfrontal","right","T1T2ratio",1.22127330303192,16,"Anatomical Hierarchy"
"superiorfrontal","right","SensorimotorAssociation_Axis",44392.8359375,50,"Sensorimotor-Association Axis"
"superiorfrontal","right","G1.fMRI_1",2.33073210716248,44,"Functional Hierarchy"
"superiorfrontal","right","Evolution.Expansion",0.749908089637756,43,"Evolutionary Expansion"
"superiorparietal","right","AllometricScaling.PNC20mm",1.05595552921295,53,"Allometric Scaling"
"superiorparietal","right","BigBrain.Histology",0.162090480327606,54,"Externopyramidization"
"superiorparietal","right","CBF",57.6621780395508,20,"Cerebral Blood Flow"
"superiorparietal","right","Cortical.Thickness",2.31357026100159,11,"Cortical Thickness"
"superiorparietal","right","PC1.AHBA",0.711402773857117,48,"Gene Expression"
"superiorparietal","right","PC1.Neurosynth",-0.005079276394099,10,"Neurosynth"
"superiorparietal","right","PET.AG",0.102922745049,46,"Aerobic Glycosis"
"superiorparietal","right","T1T2ratio",1.35864913463593,48,"Anatomical Hierarchy"
"superiorparietal","right","SensorimotorAssociation_Axis",16635.552734375,15,"Sensorimotor-Association Axis"
"superiorparietal","right","G1.fMRI_1",-3.38767576217651,15,"Functional Hierarchy"
"superiorparietal","right","Evolution.Expansion",0.364106386899948,32,"Evolutionary Expansion"
"frontalpole","right","AllometricScaling.PNC20mm",1.01047348976135,39,"Allometric Scaling"
"frontalpole","right","BigBrain.Histology",-0.257571578025818,10,"Externopyramidization"
"frontalpole","right","CBF",61.5406723022461,36,"Cerebral Blood Flow"
"frontalpole","right","Cortical.Thickness",2.70152974128723,32,"Cortical Thickness"
"frontalpole","right","PC1.AHBA",-0.983665704727173,12,"Gene Expression"
"frontalpole","right","PC1.Neurosynth",0.000521713227499276,49,"Neurosynth"
"frontalpole","right","PET.AG",0.297545701265335,56,"Aerobic Glycosis"
"frontalpole","right","T1T2ratio",1.21297252178192,14,"Anatomical Hierarchy"
"frontalpole","right","SensorimotorAssociation_Axis",50647.44921875,64,"Sensorimotor-Association Axis"
"frontalpole","right","G1.fMRI_1",6.32214641571045,67,"Functional Hierarchy"
"frontalpole","right","Evolution.Expansion",0.605836629867554,39,"Evolutionary Expansion"
"temporalpole","right","AllometricScaling.PNC20mm",0.612833559513092,2,"Allometric Scaling"
"temporalpole","right","BigBrain.Histology",-0.413401275873184,1,"Externopyramidization"
"temporalpole","right","CBF",4.3312783241272,1,"Cerebral Blood Flow"
"temporalpole","right","Cortical.Thickness",3.52064752578735,68,"Cortical Thickness"
"temporalpole","right","PC1.AHBA",-2.3122832775116,2,"Gene Expression"
"temporalpole","right","PC1.Neurosynth",0.000985923572443426,54,"Neurosynth"
"temporalpole","right","PET.AG",-0.414024263620377,9,"Aerobic Glycosis"
"temporalpole","right","T1T2ratio",1.09933567047119,2,"Anatomical Hierarchy"
"temporalpole","right","SensorimotorAssociation_Axis",40314.8359375,45,"Sensorimotor-Association Axis"
"temporalpole","right","G1.fMRI_1",4.56616735458374,60,"Functional Hierarchy"
"temporalpole","right","Evolution.Expansion",0.345024853944778,30,"Evolutionary Expansion"
"bankssts","right","AllometricScaling.PNC20mm",0.958366096019745,30,"Allometric Scaling"
"bankssts","right","BigBrain.Histology",0.162461936473846,55,"Externopyramidization"
"bankssts","right","CBF",69.6177215576172,58,"Cerebral Blood Flow"
"bankssts","right","Cortical.Thickness",2.8441150188446,47,"Cortical Thickness"
"bankssts","right","PC1.AHBA",0.124763779342175,37,"Gene Expression"
"bankssts","right","PC1.Neurosynth",-0.000573434052057564,27,"Neurosynth"
"bankssts","right","PET.AG",-0.187942340970039,21,"Aerobic Glycosis"
"bankssts","right","T1T2ratio",1.37051510810852,50,"Anatomical Hierarchy"
"bankssts","right","SensorimotorAssociation_Axis",31245.38671875,27,"Sensorimotor-Association Axis"
"bankssts","right","G1.fMRI_1",-0.224279403686523,29,"Functional Hierarchy"
"bankssts","right","Evolution.Expansion",1.31387996673584,59,"Evolutionary Expansion"
"caudalmiddlefrontal","right","AllometricScaling.PNC20mm",1.14023578166962,61,"Allometric Scaling"
"caudalmiddlefrontal","right","BigBrain.Histology",0.0717990025877953,47,"Externopyramidization"
"caudalmiddlefrontal","right","CBF",69.3074569702148,57,"Cerebral Blood Flow"
"caudalmiddlefrontal","right","Cortical.Thickness",2.73559260368347,40,"Cortical Thickness"
"caudalmiddlefrontal","right","PC1.AHBA",0.141809314489365,39,"Gene Expression"
"caudalmiddlefrontal","right","PC1.Neurosynth",-0.000790296355262399,26,"Neurosynth"
"caudalmiddlefrontal","right","PET.AG",0.553335726261139,67,"Aerobic Glycosis"
"caudalmiddlefrontal","right","T1T2ratio",1.29274308681488,33,"Anatomical Hierarchy"
"caudalmiddlefrontal","right","SensorimotorAssociation_Axis",46597.72265625,56,"Sensorimotor-Association Axis"
"caudalmiddlefrontal","right","G1.fMRI_1",3.54244303703308,54,"Functional Hierarchy"
"caudalmiddlefrontal","right","Evolution.Expansion",1.18112647533417,53,"Evolutionary Expansion"
"inferiorparietal","right","AllometricScaling.PNC20mm",1.15235030651093,64,"Allometric Scaling"
"inferiorparietal","right","BigBrain.Histology",0.0365540012717247,41,"Externopyramidization"
"inferiorparietal","right","CBF",66.0082092285156,51,"Cerebral Blood Flow"
"inferiorparietal","right","Cortical.Thickness",2.62967896461487,21,"Cortical Thickness"
"inferiorparietal","right","PC1.AHBA",0.488021343946457,44,"Gene Expression"
"inferiorparietal","right","PC1.Neurosynth",0.000216385102248751,41,"Neurosynth"
"inferiorparietal","right","PET.AG",0.0790986642241478,43,"Aerobic Glycosis"
"inferiorparietal","right","T1T2ratio",1.31521737575531,43,"Anatomical Hierarchy"
"inferiorparietal","right","SensorimotorAssociation_Axis",37754.7421875,41,"Sensorimotor-Association Axis"
"inferiorparietal","right","G1.fMRI_1",2.8578188419342,46,"Functional Hierarchy"
"inferiorparietal","right","Evolution.Expansion",0.96358859539032,49,"Evolutionary Expansion"
"inferiortemporal","right","AllometricScaling.PNC20mm",1.02171754837036,44,"Allometric Scaling"
"inferiortemporal","right","BigBrain.Histology",-0.191508114337921,13,"Externopyramidization"
"inferiortemporal","right","CBF",40.6444816589355,5,"Cerebral Blood Flow"
"inferiortemporal","right","Cortical.Thickness",2.9642608165741,59,"Cortical Thickness"
"inferiortemporal","right","PC1.AHBA",-0.74763685464859,16,"Gene Expression"
"inferiortemporal","right","PC1.Neurosynth",0.000360783509677276,44,"Neurosynth"
"inferiortemporal","right","PET.AG",-0.11421337723732,25,"Aerobic Glycosis"
"inferiortemporal","right","T1T2ratio",1.22526514530182,17,"Anatomical Hierarchy"
"inferiortemporal","right","SensorimotorAssociation_Axis",43730.421875,49,"Sensorimotor-Association Axis"
"inferiortemporal","right","G1.fMRI_1",1.30025267601013,38,"Functional Hierarchy"
"inferiortemporal","right","Evolution.Expansion",1.26954293251038,57,"Evolutionary Expansion"
"middletemporal","right","AllometricScaling.PNC20mm",1.07465779781342,55,"Allometric Scaling"
"middletemporal","right","BigBrain.Histology",-0.144999742507935,14,"Externopyramidization"
"middletemporal","right","CBF",61.8922576904297,39,"Cerebral Blood Flow"
"middletemporal","right","Cortical.Thickness",2.99633240699768,60,"Cortical Thickness"
"middletemporal","right","PC1.AHBA",-0.647687137126923,20,"Gene Expression"
"middletemporal","right","PC1.Neurosynth",0.000378582422854379,45,"Neurosynth"
"middletemporal","right","PET.AG",-0.0907212644815445,27,"Aerobic Glycosis"
"middletemporal","right","T1T2ratio",1.22983431816101,21,"Anatomical Hierarchy"
