"","bw_beta","bw_p","bw_se","label","bw_p_adj","hemisphere"
"smri_vol_cdk_iftmlh.t2_centiles",0.0270917665279115,0.00026859922824774,0.00743112233479673,"inferiortemporal",0.000994811956473112,"L"
"smri_vol_cdk_iftmrh.t2_centiles",-0.00917072201907958,0.216021608472707,0.00741194701171038,"inferiortemporal",0.291921092530685,"R"
"smri_vol_cdk_ihcatelh.t2_centiles",0.00581632924084248,0.473611857618112,0.00811595387065211,"isthmuscingulate",0.54438144553806,"L"
"smri_vol_cdk_ihcaterh.t2_centiles",0.0224124597653043,0.00667029496182513,0.00825903767784312,"isthmuscingulate",0.0162690121020125,"R"
"smri_vol_cdk_insulalh.t2_centiles",0.0319207724386059,1.30663959400922e-05,0.00731769692055872,"insula",6.62143182457293e-05,"L"
"smri_vol_cdk_insularh.t2_centiles",0.0365567473139096,1.02158850737859e-06,0.00747303597397064,"insula",8.51323756148827e-06,"R"
"smri_vol_cdk_linguallh.t2_centiles",-0.0192148716561441,0.021186368838194,0.00833555178508694,"lingual",0.0441382684129041,"L"
"smri_vol_cdk_lingualrh.t2_centiles",-0.0112751351170503,0.170167554443727,0.00821917836866655,"lingual",0.243096506348182,"R"
"smri_vol_cdk_lobfrlh.t2_centiles",0.0314617479758742,2.94361728917413e-06,0.00672465402075472,"lateralorbitofrontal",1.83976080573383e-05,"L"
"smri_vol_cdk_lobfrrh.t2_centiles",0.0233258468722409,0.000687966531405901,0.00686890213149567,"lateralorbitofrontal",0.00245702332644965,"R"
"smri_vol_cdk_locclh.t2_centiles",-0.032667901017401,2.85757502601194e-05,0.00780162132739397,"lateraloccipital",0.000136075001238664,"L"
"smri_vol_cdk_loccrh.t2_centiles",-0.0239525508458331,0.0020183580382993,0.00775492266127634,"lateraloccipital",0.00611623647969484,"R"
"smri_vol_cdk_mdtmlh.t2_centiles",0.0510709111763629,1.85527392321304e-12,0.00723607087769101,"middletemporal",9.27636961606518e-11,"L"
"smri_vol_cdk_mdtmrh.t2_centiles",0.0532562335761815,1.20557239267214e-14,0.00688749536927008,"middletemporal",1.20557239267214e-12,"R"
"smri_vol_cdk_mobfrlh.t2_centiles",-0.00828157225616406,0.28392087308549,0.00772797195858831,"medialorbitofrontal",0.36348750113864,"L"
"smri_vol_cdk_mobfrrh.t2_centiles",0.00252119995307941,0.734585758335353,0.00743617119742911,"medialorbitofrontal",0.781474210995056,"R"
"smri_vol_cdk_paracnlh.t2_centiles",0.00848295711517159,0.287155125899525,0.00796922093290517,"paracentral",0.36348750113864,"L"
"smri_vol_cdk_paracnrh.t2_centiles",0.00901183057170579,0.267000382198577,0.00811813629733951,"paracentral",0.346753743115035,"R"
"smri_vol_cdk_parahpallh.t2_centiles",-0.0251857798517881,0.00384598785262625,0.00871028235304077,"parahippocampal",0.010125429619759,"L"
"smri_vol_cdk_parahpalrh.t2_centiles",0.00141028248971018,0.872257925199013,0.00877057404358104,"parahippocampal",0.881068611312134,"R"
"smri_vol_cdk_parsobislh.t2_centiles",0.0236261767857208,0.00352880643791018,0.00809539029552333,"parsorbitalis",0.0100823041083148,"L"
"smri_vol_cdk_parsobisrh.t2_centiles",0.0276431943590288,0.00089208559146953,0.00831634129358933,"parsorbitalis",0.0030761572119639,"R"
"smri_vol_cdk_parsopclh.t2_centiles",0.0155658211855511,0.0663488353193426,0.00847650537235197,"parsopercularis",0.108768582490726,"L"
"smri_vol_cdk_parsopcrh.t2_centiles",0.0321195455320056,0.000144794667227862,0.00844818527177559,"parsopercularis",0.000556902566261009,"R"
"smri_vol_cdk_parstgrislh.t2_centiles",0.0241025411897479,0.00539678252714828,0.00865994664154852,"parstriangularis",0.0138379039157648,"L"
"smri_vol_cdk_parstgrisrh.t2_centiles",0.0424833513591861,1.11471905825081e-06,0.00871531098636245,"parstriangularis",8.57476198654469e-06,"R"
"smri_vol_cdk_pclh.t2_centiles",-0.00125834675332265,0.85810992985498,0.00703823302688126,"precuneus",0.875622377403041,"L"
"smri_vol_cdk_pcrh.t2_centiles",-0.00396835026891067,0.561590516653465,0.00683598831374393,"precuneus",0.620213461348823,"R"
"smri_vol_cdk_pericclh.t2_centiles",-0.0232300915906522,0.00882137470994334,0.00886765880426941,"pericalcarine",0.0210032731189127,"L"
"smri_vol_cdk_periccrh.t2_centiles",-0.0103626155798447,0.239332504411222,0.00880607235570694,"pericalcarine",0.319110005881629,"R"
"smri_vol_cdk_postcnlh.t2_centiles",0.0148620800262417,0.0393549720996793,0.00721164209382982,"postcentral",0.0715544947266896,"L"
"smri_vol_cdk_postcnrh.t2_centiles",0.0161481982509218,0.0275516595999693,0.00732651330470137,"postcentral",0.054022861960724,"R"
"smri_vol_cdk_precnlh.t2_centiles",0.013381316282306,0.0623913013166109,0.00717956878103379,"precentral",0.103985502194351,"L"
"smri_vol_cdk_precnrh.t2_centiles",0.0108390243538215,0.142341379694691,0.00738708342867686,"precentral",0.218986737991832,"R"
"smri_vol_cdk_ptcatelh.t2_centiles",-0.0020745925215397,0.795411220785853,0.00800073239939923,"posteriorcingulate",0.820011567820467,"L"
"smri_vol_cdk_ptcaterh.t2_centiles",0.0152273985727332,0.0567344886675737,0.00799058004222813,"posteriorcingulate",0.0961679023931758,"R"
"smri_vol_cdk_rracatelh.t2_centiles",0.0167686429100669,0.034151459819111,0.00791459894209596,"rostralanteriorcingulate",0.0651614566211052,"L"
"smri_vol_cdk_rracaterh.t2_centiles",0.0141099591381549,0.0947283012109524,0.0084430366327616,"rostralanteriorcingulate",0.150362382874528,"R"
"smri_vol_cdk_rrmdfrlh.t2_centiles",-0.0232989091217686,0.00140350177397976,0.00729180229420221,"rostralmiddlefrontal",0.0046783392465992,"L"
"smri_vol_cdk_rrmdfrrh.t2_centiles",-0.0302032517573137,5.54760686710052e-05,0.00748758377594693,"rostralmiddlefrontal",0.000252163948504569,"R"
"smri_vol_cdk_smlh.t2_centiles",0.0122410902351028,0.121082920224203,0.00789526532457086,"supramarginal",0.189192062850317,"L"
"smri_vol_cdk_smrh.t2_centiles",0.0242054334825312,0.00174156888377769,0.00772765589052288,"supramarginal",0.00544240276180529,"R"
"smri_vol_cdk_sufrlh.t2_centiles",-0.0126193791973759,0.0567390624119737,0.00662214382156097,"superiorfrontal",0.0961679023931758,"L"
"smri_vol_cdk_sufrrh.t2_centiles",-0.0119436640705496,0.0772336613899877,0.00675840931154826,"superiorfrontal",0.124570421596754,"R"
"smri_vol_cdk_supllh.t2_centiles",-0.0105119537246476,0.162139034109111,0.00751894483246644,"superiorparietal",0.234984107404509,"L"
"smri_vol_cdk_suplrh.t2_centiles",-0.00837232599877118,0.261576744795125,0.00745689095684042,"superiorparietal",0.344179927362006,"R"
"smri_vol_cdk_sutmlh.t2_centiles",-0.0369392999916299,3.42402185801816e-07,0.00723812108898402,"superiortemporal",3.42402185801816e-06,"L"
"smri_vol_cdk_sutmrh.t2_centiles",-0.0207815843137478,0.00302037112651379,0.00700494003001876,"superiortemporal",0.00888344448974645,"R"
"smri_vol_cdk_tmpolelh.t2_centiles",-0.0512589923656208,1.17926054113362e-08,0.00897769648972504,"temporalpole",1.96543423522269e-07,"L"
"smri_vol_cdk_tmpolerh.t2_centiles",-0.0527512123811163,2.08084798283547e-09,0.00879283387547483,"temporalpole",4.16169596567093e-08,"R"
"smri_vol_cdk_trvtmlh.t2_centiles",-0.0190507703705977,0.0249593097648011,0.00849525520239412,"transversetemporal",0.0499186195296021,"L"
"smri_vol_cdk_trvtmrh.t2_centiles",-0.00610410061008298,0.464872726661502,0.00835163138801101,"transversetemporal",0.540549682164538,"R"
"smri_vol_scs_3rdventricle.t2_centiles",-0.00681569641352981,0.463775943761805,0.00930236844851181,"x3rd-ventricle",0.540549682164538,NA
"smri_vol_scs_4thventricle.t2_centiles",-0.0223886373530234,0.0188336377403937,0.00952967809445313,"x4th-ventricle",0.0405499828574456,NA
"smri_vol_scs_aal.t2_centiles",0.0393762816833795,8.62819048591718e-07,0.00799507384267288,"Left-Accumbens-Area",7.84380953265198e-06,NA
"smri_vol_scs_aar.t2_centiles",0.0170864662248228,0.0345355720091857,0.00808184508681872,"Right-Accumbens-Area",0.0651614566211052,NA
"smri_vol_scs_amygdalalh.t2_centiles",-0.0425605374893658,1.06467411932512e-07,0.00799869918385006,"Left-Amygdala",1.18297124369457e-06,NA
"smri_vol_scs_amygdalarh.t2_centiles",-0.0338488447438446,8.80496535673572e-06,0.00761000391964094,"Right-Amygdala",4.89164742040873e-05,NA
"smri_vol_scs_bstem.t2_centiles",0.0412315230533527,1.48372196916775e-08,0.00727162760286937,"Brain-Stem",2.07276686877865e-07,NA
"smri_vol_scs_caudatelh.t2_centiles",0.0386829780732982,1.55131708498655e-06,0.00804440419998559,"Left-Caudate",1.10808363213325e-05,NA
"smri_vol_scs_caudaterh.t2_centiles",0.0345812699119726,1.32428636491459e-05,0.00793295677998521,"Right-Caudate",6.62143182457293e-05,NA
"smri_vol_scs_ccat.t2_centiles",-0.0211975074079424,0.0152037774846653,0.00873011118131641,"CC_Anterior",0.0345540397378756,NA
"smri_vol_scs_ccmidat.t2_centiles",-0.00597789820901747,0.515428542029987,0.00919052237619435,"CC_Mid_Anterior",0.582106796004077,NA
"smri_vol_scs_ccmidps.t2_centiles",0.0180129285288262,0.0450227471137863,0.00898488095611026,"CC_Mid_Posterior",0.0789872756382216,NA
"smri_vol_scs_ccps.t2_centiles",0.00106612024631765,0.905227483523506,0.00895411957204402,"CC_Posterior",0.905227483523506,NA
"smri_vol_scs_crbcortexlh.t2_centiles",0.00977417909652292,0.198813486887254,0.00760599756805986,"Left-Cerebellum-Cortex",0.273878594908897,NA
"smri_vol_scs_crbcortexrh.t2_centiles",0.0107584649846906,0.16117859366561,0.00767766258397943,"Right-Cerebellum-Cortex",0.234984107404509,NA
"smri_vol_scs_crbwmatterlh.t2_centiles",0.0564759285523783,3.36005608640763e-12,0.0080978297404162,"Left-Cerebellum-White-Matter",1.12001869546921e-10,NA
"smri_vol_scs_crbwmatterrh.t2_centiles",0.0460266595219192,1.65821349502292e-08,0.00814483481560812,"Right-Cerebellum-White-Matter",2.07276686877865e-07,NA
"smri_vol_scs_hpuslh.t2_centiles",-0.0178887404673069,0.0118134013262155,0.00710339779469931,"Left-Hippocampus",0.027473026340036,NA
"smri_vol_scs_hpusrh.t2_centiles",-0.0166366751016912,0.0235494231577722,0.00734542915554325,"Right-Hippocampus",0.0480600472607596,NA
"smri_vol_scs_inflatventlh.t2_centiles",-0.00865742254233957,0.362932707191269,0.00951520926024158,"Left-Inf-Lat-Vent",0.437268321917191,NA
"smri_vol_scs_inflatventrh.t2_centiles",0.00746239015136991,0.430146884120327,0.00945819807930027,"Right-Inf-Lat-Vent",0.512079623952771,NA
"smri_vol_scs_ltventriclelh.t2_centiles",0.0135160200334194,0.149294160552744,0.0093718775298251,"Left-Lateral-Ventricle",0.226203273564763,NA
"smri_vol_scs_ltventriclerh.t2_centiles",-0.00304204279677575,0.744085924991868,0.00931826094024875,"Right-Lateral-Ventricle",0.783248342096703,NA
"smri_vol_scs_pallidumlh.t2_centiles",0.0165853249025231,0.0379829724251246,0.00799125150307482,"Left-Pallidum",0.0703388378243049,NA
"smri_vol_scs_pallidumrh.t2_centiles",0.0247762972665793,0.00159267471879676,0.00784434071910241,"Right-Pallidum",0.00513766038321536,NA
"smri_vol_scs_putamenlh.t2_centiles",-0.0227578708418415,0.00582664071364803,0.00825087848479376,"Left-Putamen",0.0145666017841201,NA
"smri_vol_scs_putamenrh.t2_centiles",-0.0234421993434027,0.00376043363800782,0.00808750481024326,"Right-Putamen",0.010125429619759,NA
"smri_vol_scs_tplh.t2_centiles",0.0152882581519053,0.0190584919429994,0.00651969714300195,"Left-Thalamus-Proper",0.0405499828574456,NA
"smri_vol_scs_tprh.t2_centiles",0.0155428383610794,0.0169723499172516,0.00650904630747701,"Right-Thalamus-Proper",0.0377163331494479,NA
"smri_vol_scs_vedclh.t2_centiles",0.00872216688438531,0.183910979192293,0.00656324376420797,"Left-VentralDC",0.259029548158159,NA
"smri_vol_scs_vedcrh.t2_centiles",0.00380775712630866,0.564394249827429,0.00660662274440169,"Right-VentralDC",0.620213461348823,NA
"smri_vol_scs_ccct.t2_centiles",-0.00868566543915732,0.351546606657586,0.00932282178810479,"CC_Central",0.428715373972666,NA
