"","ga_beta","ga_p","ga_se","label","ga_p_adj","hemisphere"
"smri_vol_scs_bstem.t1_centiles",0.0323326044869913,1.43380411929982e-05,0.0074488191943674,"Brain-Stem",8.96127574562387e-05,NA
"smri_vol_scs_caudatelh.t1_centiles",-0.00905316488055688,0.26846561050755,0.00818061509225306,"Left-Caudate",0.362791365550743,NA
"smri_vol_scs_caudaterh.t1_centiles",-0.00846138777444139,0.291002593526286,0.00801285186001617,"Right-Caudate",0.373080248110623,NA
"smri_vol_scs_ccat.t1_centiles",-0.0487887422648125,3.09191760665488e-08,0.00880622372862087,"CC_Anterior",5.15319601109148e-07,NA
"smri_vol_scs_ccmidps.t1_centiles",0.0272546746011494,0.00286568752952141,0.0091382570047913,"CC_Mid_Posterior",0.00868390160461033,NA
"smri_vol_scs_ccps.t1_centiles",0.00806994902903614,0.376807381201275,0.00913064767377419,"CC_Posterior",0.461574396557243,NA
"smri_vol_scs_crbcortexlh.t1_centiles",0.00240803986242899,0.756276078575636,0.00775829509557431,"Left-Cerebellum-Cortex",0.787787581849621,NA
"smri_vol_scs_crbcortexrh.t1_centiles",0.00933462714918877,0.228997209415317,0.00775936074786806,"Right-Cerebellum-Cortex",0.331880013645388,NA
"smri_vol_scs_crbwmatterlh.t1_centiles",0.0522194429355012,4.55841311912658e-10,0.00836927556908965,"Left-Cerebellum-White-Matter",1.13960327978164e-08,NA
"smri_vol_scs_crbwmatterrh.t1_centiles",0.0580843605680052,5.08153865216255e-12,0.00840443695601048,"Right-Cerebellum-White-Matter",2.54076932608127e-10,NA
"smri_vol_scs_hpuslh.t1_centiles",-0.00893062222620559,0.217601385646576,0.00724297849094372,"Left-Hippocampus",0.320002037715553,NA
"smri_vol_scs_hpusrh.t1_centiles",0.000710776539732122,0.924470827513643,0.00749718095410931,"Right-Hippocampus",0.933808916680448,NA
"smri_vol_scs_inflatventlh.t1_centiles",0.013496320034727,0.161412311853479,0.00963723760561614,"Left-Inf-Lat-Vent",0.260342438473353,NA
"smri_vol_scs_inflatventrh.t1_centiles",0.0136561264290846,0.155587900571195,0.00961585085278583,"Right-Inf-Lat-Vent",0.255062132083927,NA
"smri_vol_scs_ltventriclerh.t1_centiles",-0.0450468671135826,1.68011994488426e-06,0.00940198190001896,"Right-Lateral-Ventricle",1.40009995407022e-05,NA
"smri_vol_scs_pallidumlh.t1_centiles",0.016105803881935,0.0480406278418575,0.00814561458891062,"Left-Pallidum",0.104436147482299,NA
"smri_vol_scs_pallidumrh.t1_centiles",0.0147698053914085,0.0667137135546832,0.00805427238317202,"Right-Pallidum",0.133427427109366,NA
"smri_vol_scs_putamenlh.t1_centiles",-0.00402717403102335,0.634078592754586,0.00846031174786166,"Left-Putamen",0.686828477776395,NA
"smri_vol_scs_putamenrh.t1_centiles",-0.00956819398144289,0.244104275905635,0.00821407401940118,"Right-Putamen",0.343808839303711,NA
"smri_vol_scs_tplh.t1_centiles",0.0106492590637015,0.110288146152819,0.00666815578642405,"Left-Thalamus-Proper",0.200523902096034,NA
"smri_vol_scs_tprh.t1_centiles",0.0243559716642204,0.000285757333815278,0.0067113271029497,"Right-Thalamus-Proper",0.00142878666907639,NA
"smri_vol_scs_vedclh.t1_centiles",-0.00651539047064443,0.331334025816634,0.0067067020592587,"Left-VentralDC",0.419410159261562,NA
"smri_vol_scs_vedcrh.t1_centiles",-0.0202904778828735,0.00260241994157885,0.00673681160418772,"Right-VentralDC",0.00839490303735113,NA
"smri_vol_cdk_precnrh.t1_centiles",-0.00415938888991434,0.582177753520677,0.0075594564325372,"precentral",0.654132307326603,"R"
"smri_vol_scs_ccct.t1_centiles",0.0163411409833151,0.0856936758095539,0.0095077179709621,"CC_Central",0.16301446244217,NA
"smri_vol_scs_ccmidat.t1_centiles",-0.00181997192289747,0.845407958445025,0.00933388024428872,"CC_Mid_Anterior",0.871554596335077,NA
"smri_vol_scs_ltventriclelh.t1_centiles",-0.0376809956703274,6.70241256285191e-05,0.00944815009832249,"Left-Lateral-Ventricle",0.000372356253491773,NA
